Country,Company Name,Department,Cost Center
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,PIPELINES           ,C751140101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,NITROGEN            ,C751150101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,STIMULATION         ,C751170101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,ARTIFICIAL LIFT SERV,C751180101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,ENGINEERING & CONSUL,C751200101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,SURFACE TESTING     ,C752300101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,WELL TEST-LSTK SITES,C752300401
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,WL LOG - OPEN HOLE  ,C752310101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,WL LOG-CASED HOLE   ,C752310201
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,SLICKLINE           ,C752320101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,DIRECTIONAL DRILLING,C753410101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,DOWN HOLE TOOLS     ,C753430101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,FISHING SERVICES    ,C753450101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,RIGS                ,C753490101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,THROUGH TUBING      ,C753500101
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,MAINTENAN & WORKSHOP,C757700001
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,QHSE                ,C757700002
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,TRANSPORTATION      ,C757700003
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,FACILITY            ,C757700004
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,TECHNICAL MANAGEMENT,C757700005
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,LAB CTU & CMT       ,C757700006
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,WAREHOUSE           ,C757700007
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,LOGISTICS           ,C757700008
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,SUPPLY CHAIN        ,C758800001
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,FINANCE             ,C758800002
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,OFFICE FACILITY     ,C758800003
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,ADMIN GOVT & SECURIT,C758800004
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,BUSINESS DEVELOPMENT,C758800005
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,IT                  ,C758800006
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,HUMAN RESOURCES     ,C758800007
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,INTERNS             ,C758800008
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,MANAGEMENT          ,C758800009
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,LEGAL               ,C758800010
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,LIBYA HQ OVERHEAD   ,C759960001
Libya,NPS Bahrain for Oil & Gas Wells Services Libya bra,ELIMINATIONS        ,C759999999
Libya,Sahara Petroleum Service - Libya Branch,CEMENTING           ,C761100101
Libya,Sahara Petroleum Service - Libya Branch,COILED TUBING       ,C761110101
Libya,Sahara Petroleum Service - Libya Branch,COILED TUBING DHT   ,C761110201
Libya,Sahara Petroleum Service - Libya Branch,HYDRAULIC FRACTURING,C761130101
Libya,Sahara Petroleum Service - Libya Branch,PIPELINES           ,C761140101
Libya,Sahara Petroleum Service - Libya Branch,GROSS LEAK TEST -GLT,C761140401
Libya,Sahara Petroleum Service - Libya Branch,HYDRO TESTING       ,C761140501
Libya,Sahara Petroleum Service - Libya Branch,COMMIS LEAK TEST-CLT,C761140601
Libya,Sahara Petroleum Service - Libya Branch,NITROGEN PURGE      ,C761140701
Libya,Sahara Petroleum Service - Libya Branch,NITROGEN            ,C761150101
Libya,Sahara Petroleum Service - Libya Branch,PROD & SPECIAL CHEM ,C761160101
Libya,Sahara Petroleum Service - Libya Branch,STIMULATION         ,C761170101
Libya,Sahara Petroleum Service - Libya Branch,ARTIFICIAL LIFT SERV,C761180101
Libya,Sahara Petroleum Service - Libya Branch,ENGINEERING & CONSUL,C761200101
Libya,Sahara Petroleum Service - Libya Branch,SURFACE TESTING     ,C762300101
Libya,Sahara Petroleum Service - Libya Branch,WL LOG-CASED HOLE   ,C762310201
Libya,Sahara Petroleum Service - Libya Branch,SLICKLINE           ,C762320101
Libya,Sahara Petroleum Service - Libya Branch,CORING SERVICES     ,C763410501
Libya,Sahara Petroleum Service - Libya Branch,TUBULAR RUNNING SERV,C763420101
Libya,Sahara Petroleum Service - Libya Branch,DOWN HOLE TOOLS     ,C763430101
Libya,Sahara Petroleum Service - Libya Branch,FISHING SERVICES    ,C763450101
Libya,Sahara Petroleum Service - Libya Branch,THROUGH TUBING      ,C763500101
Libya,Sahara Petroleum Service - Libya Branch,MAINTENAN & WORKSHOP,C767700001
Libya,Sahara Petroleum Service - Libya Branch,QHSE                ,C767700002
Libya,Sahara Petroleum Service - Libya Branch,TRANSPORTATION      ,C767700003
Libya,Sahara Petroleum Service - Libya Branch,FACILITY            ,C767700004
Libya,Sahara Petroleum Service - Libya Branch,TECHNICAL MANAGEMENT,C767700005
Libya,Sahara Petroleum Service - Libya Branch,LAB CTU & CMT       ,C767700006
Libya,Sahara Petroleum Service - Libya Branch,WAREHOUSE           ,C767700007
Libya,Sahara Petroleum Service - Libya Branch,LOGISTICS           ,C767700008
Libya,Sahara Petroleum Service - Libya Branch,SUPPLY CHAIN        ,C768800001
Libya,Sahara Petroleum Service - Libya Branch,FINANCE             ,C768800002
Libya,Sahara Petroleum Service - Libya Branch,OFFICE FACILITY     ,C768800003
Libya,Sahara Petroleum Service - Libya Branch,ADMIN GOVT & SECURIT,C768800004
Libya,Sahara Petroleum Service - Libya Branch,BUSINESS DEVELOPMENT,C768800005
Libya,Sahara Petroleum Service - Libya Branch,IT                  ,C768800006
Libya,Sahara Petroleum Service - Libya Branch,HUMAN RESOURCES     ,C768800007
Libya,Sahara Petroleum Service - Libya Branch,INTERNS             ,C768800008
Libya,Sahara Petroleum Service - Libya Branch,MANAGEMENT          ,C768800009
Libya,Sahara Petroleum Service - Libya Branch,LEGAL               ,C768800010
Libya,Sahara Petroleum Service - Libya Branch,LIBYA HQ OVERHEAD   ,C769960001
Libya,Sahara Petroleum Service - Libya Branch,ELIMINATIONS        ,C769999999
Libya,National Petroleum Services JSC Libya,CEMENTING           ,C771100101
Libya,National Petroleum Services JSC Libya,CEMENT DHT          ,C771100201
Libya,National Petroleum Services JSC Libya,COILED TUBING       ,C771110101
Libya,National Petroleum Services JSC Libya,NITROGEN            ,C771150101
Libya,National Petroleum Services JSC Libya,STIMULATION         ,C771170101
Libya,National Petroleum Services JSC Libya,ENGINEERING & CONSUL,C771200101
Libya,National Petroleum Services JSC Libya,MAINTENAN & WORKSHOP,C777700001
Libya,National Petroleum Services JSC Libya,QHSE                ,C777700002
Libya,National Petroleum Services JSC Libya,TRANSPORTATION      ,C777700003
Libya,National Petroleum Services JSC Libya,FACILITY            ,C777700004
Libya,National Petroleum Services JSC Libya,TECHNICAL MANAGEMENT,C777700005
Libya,National Petroleum Services JSC Libya,LAB CTU & CMT       ,C777700006
Libya,National Petroleum Services JSC Libya,WAREHOUSE           ,C777700007
Libya,National Petroleum Services JSC Libya,LOGISTICS           ,C777700008
Libya,National Petroleum Services JSC Libya,SUPPLY CHAIN        ,C778800001
Libya,National Petroleum Services JSC Libya,FINANCE             ,C778800002
Libya,National Petroleum Services JSC Libya,OFFICE FACILITY     ,C778800003
Libya,National Petroleum Services JSC Libya,ADMIN GOVT & SECURIT,C778800004
Libya,National Petroleum Services JSC Libya,BUSINESS DEVELOPMENT,C778800005
Libya,National Petroleum Services JSC Libya,IT                  ,C778800006
Libya,National Petroleum Services JSC Libya,HUMAN RESOURCES     ,C778800007
Libya,National Petroleum Services JSC Libya,INTERNS             ,C778800008
Libya,National Petroleum Services JSC Libya,MANAGEMENT          ,C778800009
Libya,National Petroleum Services JSC Libya,LEGAL               ,C778800010
Libya,National Petroleum Services JSC Libya,LIBYA HQ OVERHEAD   ,C779960001
Libya,National Petroleum Services JSC Libya,ELIMINATIONS        ,C779999999
Algeria,Gulf Energy SAOC Representative Office Algeria,CEMENTING           ,C801100101
Algeria,Gulf Energy SAOC Representative Office Algeria,CEMENT DHT          ,C801100201
Algeria,Gulf Energy SAOC Representative Office Algeria,COILED TUBING       ,C801110101
Algeria,Gulf Energy SAOC Representative Office Algeria,FILTRATION          ,C801120101
Algeria,Gulf Energy SAOC Representative Office Algeria,HYDRAULIC FRACTURING,C801130101
Algeria,Gulf Energy SAOC Representative Office Algeria,HYDRAULIC FRAC UNCON,C801130301
Algeria,Gulf Energy SAOC Representative Office Algeria,GROSS LEAK TEST -GLT,C801140401
Algeria,Gulf Energy SAOC Representative Office Algeria,NITROGEN            ,C801150101
Algeria,Gulf Energy SAOC Representative Office Algeria,STIMULATION         ,C801170101
Algeria,Gulf Energy SAOC Representative Office Algeria,SURFACE TESTING     ,C802300101
Algeria,Gulf Energy SAOC Representative Office Algeria,MP FLOW METER       ,C802300201
Algeria,Gulf Energy SAOC Representative Office Algeria,WL LOG-CASED HOLE   ,C802310201
Algeria,Gulf Energy SAOC Representative Office Algeria,SLICKLINE           ,C802320101
Algeria,Gulf Energy SAOC Representative Office Algeria,TUBULAR RUNNING SERV,C803420101
Algeria,Gulf Energy SAOC Representative Office Algeria,OVERHEAD TRS        ,C803429901
Algeria,Gulf Energy SAOC Representative Office Algeria,DOWN HOLE TOOLS     ,C803430101
Algeria,Gulf Energy SAOC Representative Office Algeria,FISHING SERVICES    ,C803450101
Algeria,Gulf Energy SAOC Representative Office Algeria,OVERHEAD FISHING    ,C803459901
Algeria,Gulf Energy SAOC Representative Office Algeria,MACHINE SHOP        ,C803460101
Algeria,Gulf Energy SAOC Representative Office Algeria,RIGS                ,C803490101
Algeria,Gulf Energy SAOC Representative Office Algeria,THROUGH TUBING      ,C803500101
Algeria,Gulf Energy SAOC Representative Office Algeria,MAINTENAN & WORKSHOP,C807700001
Algeria,Gulf Energy SAOC Representative Office Algeria,QHSE                ,C807700002
Algeria,Gulf Energy SAOC Representative Office Algeria,TRANSPORTATION      ,C807700003
Algeria,Gulf Energy SAOC Representative Office Algeria,FACILITY            ,C807700004
Algeria,Gulf Energy SAOC Representative Office Algeria,TECHNICAL MANAGEMENT,C807700005
Algeria,Gulf Energy SAOC Representative Office Algeria,LAB CTU & CMT       ,C807700006
Algeria,Gulf Energy SAOC Representative Office Algeria,WAREHOUSE           ,C807700007
Algeria,Gulf Energy SAOC Representative Office Algeria,LOGISTICS           ,C807700008
Algeria,Gulf Energy SAOC Representative Office Algeria,SUPPLY CHAIN        ,C808800001
Algeria,Gulf Energy SAOC Representative Office Algeria,FINANCE             ,C808800002
Algeria,Gulf Energy SAOC Representative Office Algeria,OFFICE FACILITY     ,C808800003
Algeria,Gulf Energy SAOC Representative Office Algeria,ADMIN GOVT & SECURIT,C808800004
Algeria,Gulf Energy SAOC Representative Office Algeria,BUSINESS DEVELOPMENT,C808800005
Algeria,Gulf Energy SAOC Representative Office Algeria,IT                  ,C808800006
Algeria,Gulf Energy SAOC Representative Office Algeria,HUMAN RESOURCES     ,C808800007
Algeria,Gulf Energy SAOC Representative Office Algeria,INTERNS             ,C808800008
Algeria,Gulf Energy SAOC Representative Office Algeria,MANAGEMENT          ,C808800009
Algeria,Gulf Energy SAOC Representative Office Algeria,LEGAL               ,C808800010
Algeria,Gulf Energy SAOC Representative Office Algeria,ALGERIA HQ OVERHEAD ,C809960001
Algeria,Gulf Energy SAOC Representative Office Algeria,EGYPT HQ OVERHEAD   ,C809960002
Algeria,Gulf Energy SAOC Representative Office Algeria,OMAN HQ OVERHEAD    ,C809960003
Algeria,Gulf Energy SAOC Representative Office Algeria,ALGERIA HQ OVERHEAD ,C809960004
Algeria,Gulf Energy SAOC Representative Office Algeria,UAE HQ OVERHEAD     ,C809960005
Algeria,Gulf Energy SAOC Representative Office Algeria,QATAR HQ OVERHEAD   ,C809960006
Algeria,Gulf Energy SAOC Representative Office Algeria,IRAQ HQ OVERHEAD    ,C809960007
Algeria,Gulf Energy SAOC Representative Office Algeria,INDIA HQ OVERHEAD   ,C809960008
Algeria,Gulf Energy SAOC Representative Office Algeria,LIBYA HQ OVERHEAD   ,C809960009
Algeria,Gulf Energy SAOC Representative Office Algeria,INDONESIA HQ OVERH. ,C809960010
Algeria,Gulf Energy SAOC Representative Office Algeria,KUWAIT HQ OVERHEAD  ,C809960011
Algeria,Gulf Energy SAOC Representative Office Algeria,SSA HQ OVERHEAD     ,C809960012
Algeria,Gulf Energy SAOC Representative Office Algeria,YEMEN HQ OVERHEAD   ,C809960013
Algeria,Gulf Energy SAOC Representative Office Algeria,JORDAN HQ OVERHEAD  ,C809960014
Algeria,Gulf Energy SAOC Representative Office Algeria,KSA HQ OVERHEAD     ,C809960015
Algeria,Gulf Energy SAOC Representative Office Algeria,ELIMINATIONS        ,C809999999
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,CEMENTING           ,C811100101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,CEMENT DHT          ,C811100201
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,OVERHEAD CEMENTING  ,C811109901
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,COILED TUBING       ,C811110101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,COILED TUBING DHT   ,C811110201
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,OVERHEAD CTU        ,C811119901
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,FILTRATION          ,C811120101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,HYDRAULIC FRACTURING,C811130101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,HYDRAULIC FRAC UNCON,C811130301
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,PIPELINES           ,C811140101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,GROSS LEAK TEST -GLT,C811140401
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,OVERHEAD PIS        ,C811149901
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,NITROGEN            ,C811150101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,STIMULATION         ,C811170101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,SURFACE TESTING     ,C812300101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,MP FLOW METER       ,C812300201
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,WELL TEST-LSTK SITES,C812300401
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,OVERHEAD WTS        ,C812309901
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,WL LOG-CASED HOLE   ,C812310201
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,OVERHEAD LOGGING    ,C812319901
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,SLICKLINE           ,C812320101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,OVERHEAD SLICK LINE ,C812329901
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,TUBULAR RUNNING SERV,C813420101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,DOWN HOLE TOOLS     ,C813430101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,FISHING SERVICES    ,C813450101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,MACHINE SHOP        ,C813460101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,THROUGH TUBING      ,C813500101
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,OTHER WELL HEADS    ,C813510201
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,MAINTENAN & WORKSHOP,C817700001
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,QHSE                ,C817700002
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,TRANSPORTATION      ,C817700003
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,FACILITY            ,C817700004
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,TECHNICAL MANAGEMENT,C817700005
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,LAB CTU & CMT       ,C817700006
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,WAREHOUSE           ,C817700007
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,LOGISTICS           ,C817700008
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,SUPPLY CHAIN        ,C818800001
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,FINANCE             ,C818800002
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,OFFICE FACILITY     ,C818800003
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,ADMIN GOVT & SECURIT,C818800004
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,BUSINESS DEVELOPMENT,C818800005
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,IT                  ,C818800006
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,HUMAN RESOURCES     ,C818800007
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,INTERNS             ,C818800008
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,MANAGEMENT          ,C818800009
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,LEGAL               ,C818800010
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,ALGERIA HQ OVERHEAD ,C819960001
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,EGYPT HQ OVERHEAD   ,C819960002
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,OMAN HQ OVERHEAD    ,C819960003
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,ALGERIA HQ OVERHEAD ,C819960004
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,UAE HQ OVERHEAD     ,C819960005
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,QATAR HQ OVERHEAD   ,C819960006
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,IRAQ HQ OVERHEAD    ,C819960007
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,INDIA HQ OVERHEAD   ,C819960008
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,LIBYA HQ OVERHEAD   ,C819960009
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,INDONESIA HQ OVERH. ,C819960010
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,KUWAIT HQ OVERHEAD  ,C819960011
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,SSA HQ OVERHEAD     ,C819960012
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,YEMEN HQ OVERHEAD   ,C819960013
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,JORDAN HQ OVERHEAD  ,C819960014
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,KSA HQ OVERHEAD     ,C819960015
Algeria,NPS Bahrain for Oil and Gas Well Services WLL- Alg,ELIMINATIONS        ,C819999999
Algeria,SARL NESR ALGERIA,CEMENTING           ,C821100101
Algeria,SARL NESR ALGERIA,COILED TUBING       ,C821110101
Algeria,SARL NESR ALGERIA,HYDRAULIC FRACTURING,C821130101
KSA,Energy Oilfield Supplies DMCC,HYDRAULIC FRACTURING,C82113011 
Algeria,SARL NESR ALGERIA,HYDRAULIC FRAC UNCON,C821130301
Algeria,SARL NESR ALGERIA,PIPELINES           ,C821140101
Algeria,SARL NESR ALGERIA,GROSS LEAK TEST -GLT,C821140401
Algeria,SARL NESR ALGERIA,HYDRO TESTING       ,C821140501
Algeria,SARL NESR ALGERIA,COMMIS LEAK TEST-CLT,C821140601
Algeria,SARL NESR ALGERIA,NITROGEN PURGE      ,C821140701
Algeria,SARL NESR ALGERIA,NITROGEN            ,C821150101
Algeria,SARL NESR ALGERIA,STIMULATION         ,C821170101
Algeria,SARL NESR ALGERIA,ARTIFICIAL LIFT SERV,C821180101
Algeria,SARL NESR ALGERIA,COMPLETIONS         ,C821190101
Algeria,SARL NESR ALGERIA,SURFACE TESTING     ,C822300101
Algeria,SARL NESR ALGERIA,WL LOG-CASED HOLE   ,C822310201
Algeria,SARL NESR ALGERIA,SLICKLINE           ,C822320101
Algeria,SARL NESR ALGERIA,TUBULAR RUNNING SERV,C823420101
Algeria,SARL NESR ALGERIA,FISHING SERVICES    ,C823450101
Algeria,SARL NESR ALGERIA,MAINTENAN & WORKSHOP,C827700001
Algeria,SARL NESR ALGERIA,QHSE                ,C827700002
Algeria,SARL NESR ALGERIA,TRANSPORTATION      ,C827700003
Algeria,SARL NESR ALGERIA,FACILITY            ,C827700004
Algeria,SARL NESR ALGERIA,TECHNICAL MANAGEMENT,C827700005
Algeria,SARL NESR ALGERIA,LAB CTU & CMT       ,C827700006
Algeria,SARL NESR ALGERIA,WAREHOUSE           ,C827700007
Algeria,SARL NESR ALGERIA,LOGISTICS           ,C827700008
Algeria,SARL NESR ALGERIA,SUPPLY CHAIN        ,C828800001
Algeria,SARL NESR ALGERIA,FINANCE             ,C828800002
Algeria,SARL NESR ALGERIA,OFFICE FACILITY     ,C828800003
Algeria,SARL NESR ALGERIA,ADMIN GOVT & SECURIT,C828800004
Algeria,SARL NESR ALGERIA,BUSINESS DEVELOPMENT,C828800005
Algeria,SARL NESR ALGERIA,IT                  ,C828800006
Algeria,SARL NESR ALGERIA,HUMAN RESOURCES     ,C828800007
Algeria,SARL NESR ALGERIA,INTERNS             ,C828800008
Algeria,SARL NESR ALGERIA,MANAGEMENT          ,C828800009
Algeria,SARL NESR ALGERIA,LEGAL               ,C828800010
Algeria,SARL NESR ALGERIA,ALGERIA HQ OVERHEAD ,C829960001
Algeria,SARL NESR ALGERIA,ELIMINATIONS        ,C829999999
Chad,"NPS Energy Holding WLL, SUCCURSAL",CEMENTING           ,C851100101
Chad,"NPS Energy Holding WLL, SUCCURSAL",COILED TUBING       ,C851110101
Chad,"NPS Energy Holding WLL, SUCCURSAL",NITROGEN            ,C851150101
Chad,"NPS Energy Holding WLL, SUCCURSAL",STIMULATION         ,C851170101
Chad,"NPS Energy Holding WLL, SUCCURSAL",ARTIFICIAL LIFT SERV,C851180101
Chad,"NPS Energy Holding WLL, SUCCURSAL",COMPLETIONS         ,C851190101
Chad,"NPS Energy Holding WLL, SUCCURSAL",WL LOG - OPEN HOLE  ,C852310101
Chad,"NPS Energy Holding WLL, SUCCURSAL",WL LOG-CASED HOLE   ,C852310201
Chad,"NPS Energy Holding WLL, SUCCURSAL",WL LOG - TCP        ,C852310401
Chad,"NPS Energy Holding WLL, SUCCURSAL",WL LOG - RS         ,C852310501
Chad,"NPS Energy Holding WLL, SUCCURSAL",SLICKLINE           ,C852320101
Chad,"NPS Energy Holding WLL, SUCCURSAL",CORING SERVICES     ,C853410501
Chad,"NPS Energy Holding WLL, SUCCURSAL",DRILLING FLUIDS     ,C853440101
Chad,"NPS Energy Holding WLL, SUCCURSAL",FISHING SERVICES    ,C853450101
Chad,"NPS Energy Holding WLL, SUCCURSAL",RIGS                ,C853490101
Chad,"NPS Energy Holding WLL, SUCCURSAL",MAINTENAN & WORKSHOP,C857700001
Chad,"NPS Energy Holding WLL, SUCCURSAL",QHSE                ,C857700002
Chad,"NPS Energy Holding WLL, SUCCURSAL",TRANSPORTATION      ,C857700003
Chad,"NPS Energy Holding WLL, SUCCURSAL",FACILITY            ,C857700004
Chad,"NPS Energy Holding WLL, SUCCURSAL",TECHNICAL MANAGEMENT,C857700005
Chad,"NPS Energy Holding WLL, SUCCURSAL",LAB CTU & CMT       ,C857700006
Chad,"NPS Energy Holding WLL, SUCCURSAL",WAREHOUSE           ,C857700007
Chad,"NPS Energy Holding WLL, SUCCURSAL",LOGISTICS           ,C857700008
Chad,"NPS Energy Holding WLL, SUCCURSAL",SUPPLY CHAIN        ,C858800001
Chad,"NPS Energy Holding WLL, SUCCURSAL",FINANCE             ,C858800002
Chad,"NPS Energy Holding WLL, SUCCURSAL",OFFICE FACILITY     ,C858800003
Chad,"NPS Energy Holding WLL, SUCCURSAL",ADMIN GOVT & SECURIT,C858800004
Chad,"NPS Energy Holding WLL, SUCCURSAL",BUSINESS DEVELOPMENT,C858800005
Chad,"NPS Energy Holding WLL, SUCCURSAL",IT                  ,C858800006
Chad,"NPS Energy Holding WLL, SUCCURSAL",HUMAN RESOURCES     ,C858800007
Chad,"NPS Energy Holding WLL, SUCCURSAL",INTERNS             ,C858800008
Chad,"NPS Energy Holding WLL, SUCCURSAL",MANAGEMENT          ,C858800009
Chad,"NPS Energy Holding WLL, SUCCURSAL",LEGAL               ,C858800010
Chad,"NPS Energy Holding WLL, SUCCURSAL",SSA HQ OVERHEAD     ,C859960001
Chad,"NPS Energy Holding WLL, SUCCURSAL",ELIMINATIONS        ,C859999999
Bahrain,NPS Bahrain-Congo        ,RIGS                ,C873490101
Bahrain,NPS Bahrain-Congo        ,MAINTENAN & WORKSHOP,C877700001
Bahrain,NPS Bahrain-Congo        ,QHSE                ,C877700002
Bahrain,NPS Bahrain-Congo        ,TRANSPORTATION      ,C877700003
Bahrain,NPS Bahrain-Congo        ,FACILITY            ,C877700004
Bahrain,NPS Bahrain-Congo        ,TECHNICAL MANAGEMENT,C877700005
Bahrain,NPS Bahrain-Congo        ,LAB CTU & CMT       ,C877700006
Bahrain,NPS Bahrain-Congo        ,WAREHOUSE           ,C877700007
Bahrain,NPS Bahrain-Congo        ,LOGISTICS           ,C877700008
Bahrain,NPS Bahrain-Congo        ,SUPPLY CHAIN        ,C878800001
Bahrain,NPS Bahrain-Congo        ,FINANCE             ,C878800002
Bahrain,NPS Bahrain-Congo        ,OFFICE FACILITY     ,C878800003
Bahrain,NPS Bahrain-Congo        ,ADMIN GOVT & SECURIT,C878800004
Bahrain,NPS Bahrain-Congo        ,BUSINESS DEVELOPMENT,C878800005
Bahrain,NPS Bahrain-Congo        ,IT                  ,C878800006
Bahrain,NPS Bahrain-Congo        ,HUMAN RESOURCES     ,C878800007
Bahrain,NPS Bahrain-Congo        ,INTERNS             ,C878800008
Bahrain,NPS Bahrain-Congo        ,MANAGEMENT          ,C878800009
Bahrain,NPS Bahrain-Congo        ,LEGAL               ,C878800010
Bahrain,NPS Bahrain-Congo        ,SSA HQ OVERHEAD     ,C879960001
Bahrain,NPS Bahrain-Congo        ,ELIMINATIONS        ,C879999999
India,National Oil Well Maintenance Company India,CEMENTING           ,C901100101
India,National Oil Well Maintenance Company India,COILED TUBING       ,C901110101
India,National Oil Well Maintenance Company India,PIPELINES           ,C901140101
India,National Oil Well Maintenance Company India,NITROGEN            ,C901150101
India,National Oil Well Maintenance Company India,STIMULATION         ,C901170101
India,National Oil Well Maintenance Company India,WL LOG - TCP        ,C902310401
India,National Oil Well Maintenance Company India,MAINTENAN & WORKSHOP,C907700001
India,National Oil Well Maintenance Company India,QHSE                ,C907700002
India,National Oil Well Maintenance Company India,TRANSPORTATION      ,C907700003
India,National Oil Well Maintenance Company India,FACILITY            ,C907700004
