Country,Company Name,Department,Cost Center
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD DS         ,C303439901
KSA,National Petroleum Technology Company Limited KSA,DRILLING FLUIDS     ,C303440101
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD FLUIDS     ,C303449901
KSA,National Petroleum Technology Company Limited KSA,FISHING SERVICES    ,C303450101
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD FISHING    ,C303459901
KSA,National Petroleum Technology Company Limited KSA,MACHINE SHOP        ,C303460101
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD MACHINSHOP ,C303469901
KSA,National Petroleum Technology Company Limited KSA,RIGS                ,C303490101
KSA,National Petroleum Technology Company Limited KSA,THROUGH TUBING      ,C303500101
KSA,National Petroleum Technology Company Limited KSA,DRILLING UNCONVENT. ,C303500301
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD THT        ,C303509901
KSA,National Petroleum Technology Company Limited KSA,OTHER WELL HEADS    ,C303510201
KSA,National Petroleum Technology Company Limited KSA,WATER & PROD ASSURAN,C304600101
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD ESG COST   ,C304609901
KSA,National Petroleum Technology Company Limited KSA,EMISSIONS CONTROL   ,C304610101
KSA,National Petroleum Technology Company Limited KSA,FLARE CAPTURE       ,C304620101
KSA,National Petroleum Technology Company Limited KSA,HEAT AND GEOTHERMAL ,C304630101
KSA,National Petroleum Technology Company Limited KSA,MAINTENAN & WORKSHOP,C307700001
KSA,National Petroleum Technology Company Limited KSA,QHSE                ,C307700002
KSA,National Petroleum Technology Company Limited KSA,TRANSPORTATION      ,C307700003
KSA,National Petroleum Technology Company Limited KSA,FACILITY            ,C307700004
KSA,National Petroleum Technology Company Limited KSA,TECHNICAL MANAGEMENT,C307700005
KSA,National Petroleum Technology Company Limited KSA,LAB CTU & CMT       ,C307700006
KSA,National Petroleum Technology Company Limited KSA,WAREHOUSE           ,C307700007
KSA,National Petroleum Technology Company Limited KSA,LOGISTICS           ,C307700008
KSA,National Petroleum Technology Company Limited KSA,NORI – BUILDING     ,C307700009
KSA,National Petroleum Technology Company Limited KSA,NORI – LAB          ,C307700010
KSA,National Petroleum Technology Company Limited KSA,FACILITY - SPARK    ,C307700011
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD MAINT&WORKS,C307709901
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD QHSE       ,C307709902
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD TRANSPORT  ,C307709903
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD FACILITY   ,C307709904
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD TECH. MANAG,C307709905
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD LAB CTU&CMT,C307709906
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD WAREHOUSE  ,C307709907
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD LOGISTICS  ,C307709908
KSA,National Petroleum Technology Company Limited KSA,SUPPLY CHAIN        ,C308800001
KSA,National Petroleum Technology Company Limited KSA,FINANCE             ,C308800002
KSA,National Petroleum Technology Company Limited KSA,OFFICE FACILITY     ,C308800003
KSA,National Petroleum Technology Company Limited KSA,ADMIN GOVT & SECURIT,C308800004
KSA,National Petroleum Technology Company Limited KSA,BUSINESS DEVELOPMENT,C308800005
KSA,National Petroleum Technology Company Limited KSA,IT                  ,C308800006
KSA,National Petroleum Technology Company Limited KSA,HUMAN RESOURCES     ,C308800007
KSA,National Petroleum Technology Company Limited KSA,INTERNS             ,C308800008
KSA,National Petroleum Technology Company Limited KSA,MANAGEMENT          ,C308800009
KSA,National Petroleum Technology Company Limited KSA,LEGAL               ,C308800010
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD SUPPL CHAIN,C308809901
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD FINANCE    ,C308809902
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD OFFICE FACI,C308809903
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD ADMIN GOVT ,C308809904
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD MARKETING  ,C308809905
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD IT         ,C308809906
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD HUMAN RESOU,C308809907
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD INTERNS    ,C308809908
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD MANAGEMENT ,C308809909
KSA,National Petroleum Technology Company Limited KSA,OVERHEAD LEGAL      ,C308809910
KSA,National Petroleum Technology Company Limited KSA,KSA - HUB TRAINING  ,C308891001
KSA,National Petroleum Technology Company Limited KSA,KSA HQ OVERHEAD     ,C309960001
KSA,National Petroleum Technology Company Limited KSA,EGYPT HQ OVERHEAD   ,C309960002
KSA,National Petroleum Technology Company Limited KSA,OMAN HQ OVERHEAD    ,C309960003
KSA,National Petroleum Technology Company Limited KSA,ALGERIA HQ OVERHEAD ,C309960004
KSA,National Petroleum Technology Company Limited KSA,UAE HQ OVERHEAD     ,C309960005
KSA,National Petroleum Technology Company Limited KSA,QATAR HQ OVERHEAD   ,C309960006
KSA,National Petroleum Technology Company Limited KSA,IRAQ HQ OVERHEAD    ,C309960007
KSA,National Petroleum Technology Company Limited KSA,INDIA HQ OVERHEAD   ,C309960008
KSA,National Petroleum Technology Company Limited KSA,LIBYA HQ OVERHEAD   ,C309960009
KSA,National Petroleum Technology Company Limited KSA,INDONESIA HQ OVERH. ,C309960010
KSA,National Petroleum Technology Company Limited KSA,KUWAIT HQ OVERHEAD  ,C309960011
KSA,National Petroleum Technology Company Limited KSA,SSA HQ OVERHEAD     ,C309960012
KSA,National Petroleum Technology Company Limited KSA,YEMEN HQ OVERHEAD   ,C309960013
KSA,National Petroleum Technology Company Limited KSA,JORDAN HQ OVERHEAD  ,C309960014
KSA,National Petroleum Technology Company Limited KSA,KSA HQ OVERHEAD     ,C309960015
KSA,National Petroleum Technology Company Limited KSA,ELIMINATIONS        ,C309999901
KSA,National Petroleum Technology Company Limited KSA,ELIMINATIONS        ,C309999999
KSA,National Drilling Company KSA,CEMENTING           ,C311100101
KSA,National Drilling Company KSA,HYDRAULIC FRACTURING,C311130101
KSA,National Drilling Company KSA,HYDRAULIC FRAC UNCON,C311130301
KSA,National Drilling Company KSA,STIMULATION         ,C311170101
KSA,National Drilling Company KSA,SURFACE TESTING     ,C312300101
KSA,National Drilling Company KSA,WELL TESTING UNCONVE,C312300301
KSA,National Drilling Company KSA,WL LOG-CASED HOLE   ,C312310201
KSA,National Drilling Company KSA,BITS                ,C313400101
KSA,National Drilling Company KSA,DIRECTIONAL DRILLING,C313410101
KSA,National Drilling Company KSA,MEASUREMENT WHILE DR,C313410201
KSA,National Drilling Company KSA,RIGS                ,C313490101
KSA,National Drilling Company KSA,WATER & PROD ASSURAN,C314600101
KSA,National Drilling Company KSA,EMISSIONS CONTROL   ,C314610101
KSA,National Drilling Company KSA,FLARE CAPTURE       ,C314620101
KSA,National Drilling Company KSA,HEAT AND GEOTHERMAL ,C314630101
KSA,National Drilling Company KSA,MAINTENAN & WORKSHOP,C317700001
KSA,National Drilling Company KSA,QHSE                ,C317700002
KSA,National Drilling Company KSA,TRANSPORTATION      ,C317700003
KSA,National Drilling Company KSA,FACILITY            ,C317700004
KSA,National Drilling Company KSA,TECHNICAL MANAGEMENT,C317700005
KSA,National Drilling Company KSA,LAB CTU & CMT       ,C317700006
KSA,National Drilling Company KSA,WAREHOUSE           ,C317700007
KSA,National Drilling Company KSA,LOGISTICS           ,C317700008
KSA,National Drilling Company KSA,SUPPLY CHAIN        ,C318800001
KSA,National Drilling Company KSA,FINANCE             ,C318800002
KSA,National Drilling Company KSA,OFFICE FACILITY     ,C318800003
KSA,National Drilling Company KSA,ADMIN GOVT & SECURIT,C318800004
KSA,National Drilling Company KSA,BUSINESS DEVELOPMENT,C318800005
KSA,National Drilling Company KSA,IT                  ,C318800006
KSA,National Drilling Company KSA,HUMAN RESOURCES     ,C318800007
KSA,National Drilling Company KSA,INTERNS             ,C318800008
KSA,National Drilling Company KSA,MANAGEMENT          ,C318800009
KSA,National Drilling Company KSA,LEGAL               ,C318800010
KSA,National Drilling Company KSA,OVERHEAD FINANCE    ,C318809902
KSA,National Drilling Company KSA,KSA HQ OVERHEAD     ,C319960001
KSA,National Drilling Company KSA,EGYPT HQ OVERHEAD   ,C319960002
KSA,National Drilling Company KSA,OMAN HQ OVERHEAD    ,C319960003
KSA,National Drilling Company KSA,ALGERIA HQ OVERHEAD ,C319960004
KSA,National Drilling Company KSA,UAE HQ OVERHEAD     ,C319960005
KSA,National Drilling Company KSA,QATAR HQ OVERHEAD   ,C319960006
KSA,National Drilling Company KSA,IRAQ HQ OVERHEAD    ,C319960007
KSA,National Drilling Company KSA,INDIA HQ OVERHEAD   ,C319960008
KSA,National Drilling Company KSA,LIBYA HQ OVERHEAD   ,C319960009
KSA,National Drilling Company KSA,INDONESIA HQ OVERH. ,C319960010
KSA,National Drilling Company KSA,KUWAIT HQ OVERHEAD  ,C319960011
KSA,National Drilling Company KSA,SSA HQ OVERHEAD     ,C319960012
KSA,National Drilling Company KSA,YEMEN HQ OVERHEAD   ,C319960013
KSA,National Drilling Company KSA,JORDAN HQ OVERHEAD  ,C319960014
KSA,National Drilling Company KSA,KSA HQ OVERHEAD     ,C319960015
KSA,National Drilling Company KSA,ELIMINATIONS        ,C319999999
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,CEMENTING           ,C321100101
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,HYDRAULIC FRACTURING,C321130101
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,STIMULATION         ,C321170101
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,BITS                ,C323400101
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,DIRECTIONAL DRILLING,C323410101
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,WATER & PROD ASSURAN,C324600101
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,EMISSIONS CONTROL   ,C324610101
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,FLARE CAPTURE       ,C324620101
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,HEAT AND GEOTHERMAL ,C324630101
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,MAINTENAN & WORKSHOP,C327700001
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,QHSE                ,C327700002
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,TRANSPORTATION      ,C327700003
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,FACILITY            ,C327700004
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,TECHNICAL MANAGEMENT,C327700005
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,LAB CTU & CMT       ,C327700006
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,WAREHOUSE           ,C327700007
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,LOGISTICS           ,C327700008
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,SUPPLY CHAIN        ,C328800001
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,FINANCE             ,C328800002
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,OFFICE FACILITY     ,C328800003
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,ADMIN GOVT & SECURIT,C328800004
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,BUSINESS DEVELOPMENT,C328800005
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,IT                  ,C328800006
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,HUMAN RESOURCES     ,C328800007
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,INTERNS             ,C328800008
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,MANAGEMENT          ,C328800009
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,LEGAL               ,C328800010
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,KSA HQ OVERHEAD     ,C329960001
KSA,NPS Bahrain for Oil and Gas Well Services WLL-BH Operation,ELIMINATIONS        ,C329999999
KSA,SAPESCO Arabia for Petroleum Service,COILED TUBING       ,C331110101
KSA,SAPESCO Arabia for Petroleum Service,COILED TUBING DHT   ,C331110201
KSA,SAPESCO Arabia for Petroleum Service,PIPELINES           ,C331140101
KSA,SAPESCO Arabia for Petroleum Service,NITROGEN PURGE      ,C331140701
KSA,SAPESCO Arabia for Petroleum Service,NITROGEN            ,C331150101
KSA,SAPESCO Arabia for Petroleum Service,STIMULATION         ,C331170101
KSA,SAPESCO Arabia for Petroleum Service,SURFACE TESTING     ,C332300101
KSA,SAPESCO Arabia for Petroleum Service,WL LOG-CASED HOLE   ,C332310201
KSA,SAPESCO Arabia for Petroleum Service,SLICKLINE           ,C332320101
KSA,SAPESCO Arabia for Petroleum Service,CORING SERVICES     ,C333410501
KSA,SAPESCO Arabia for Petroleum Service,TUBULAR RUNNING SERV,C333420101
KSA,SAPESCO Arabia for Petroleum Service,DOWN HOLE TOOLS     ,C333430101
KSA,SAPESCO Arabia for Petroleum Service,WATER & PROD ASSURAN,C334600101
KSA,SAPESCO Arabia for Petroleum Service,EMISSIONS CONTROL   ,C334610101
KSA,SAPESCO Arabia for Petroleum Service,FLARE CAPTURE       ,C334620101
KSA,SAPESCO Arabia for Petroleum Service,HEAT AND GEOTHERMAL ,C334630101
KSA,SAPESCO Arabia for Petroleum Service,MAINTENAN & WORKSHOP,C337700001
KSA,SAPESCO Arabia for Petroleum Service,QHSE                ,C337700002
KSA,SAPESCO Arabia for Petroleum Service,TRANSPORTATION      ,C337700003
KSA,SAPESCO Arabia for Petroleum Service,FACILITY            ,C337700004
KSA,SAPESCO Arabia for Petroleum Service,TECHNICAL MANAGEMENT,C337700005
KSA,SAPESCO Arabia for Petroleum Service,LAB CTU & CMT       ,C337700006
KSA,SAPESCO Arabia for Petroleum Service,WAREHOUSE           ,C337700007
KSA,SAPESCO Arabia for Petroleum Service,LOGISTICS           ,C337700008
KSA,SAPESCO Arabia for Petroleum Service,SUPPLY CHAIN        ,C338800001
KSA,SAPESCO Arabia for Petroleum Service,FINANCE             ,C338800002
KSA,SAPESCO Arabia for Petroleum Service,OFFICE FACILITY     ,C338800003
KSA,SAPESCO Arabia for Petroleum Service,ADMIN GOVT & SECURIT,C338800004
KSA,SAPESCO Arabia for Petroleum Service,BUSINESS DEVELOPMENT,C338800005
KSA,SAPESCO Arabia for Petroleum Service,IT                  ,C338800006
KSA,SAPESCO Arabia for Petroleum Service,HUMAN RESOURCES     ,C338800007
KSA,SAPESCO Arabia for Petroleum Service,INTERNS             ,C338800008
KSA,SAPESCO Arabia for Petroleum Service,MANAGEMENT          ,C338800009
KSA,SAPESCO Arabia for Petroleum Service,LEGAL               ,C338800010
KSA,SAPESCO Arabia for Petroleum Service,KSA HQ OVERHEAD     ,C339960001
KSA,SAPESCO Arabia for Petroleum Service,ELIMINATIONS        ,C339999999
KSA,Gulf Energy Services LLC KSA,HYDRAULIC FRACTURING,C341130101
KSA,Gulf Energy Services LLC KSA,BITS                ,C343400101
KSA,Gulf Energy Services LLC KSA,DIRECTIONAL DRILLING,C343410101
KSA,Gulf Energy Services LLC KSA,MEASUREMENT WHILE DR,C343410201
KSA,Gulf Energy Services LLC KSA,TUBULAR RUNNING SERV,C343420101
KSA,Gulf Energy Services LLC KSA,DOWN HOLE TOOLS     ,C343430101
KSA,Gulf Energy Services LLC KSA,FISHING SERVICES    ,C343450101
KSA,Gulf Energy Services LLC KSA,RIGS                ,C343490101
KSA,Gulf Energy Services LLC KSA,THROUGH TUBING      ,C343500101
KSA,Gulf Energy Services LLC KSA,WATER & PROD ASSURAN,C344600101
KSA,Gulf Energy Services LLC KSA,EMISSIONS CONTROL   ,C344610101
KSA,Gulf Energy Services LLC KSA,FLARE CAPTURE       ,C344620101
KSA,Gulf Energy Services LLC KSA,HEAT AND GEOTHERMAL ,C344630101
KSA,Gulf Energy Services LLC KSA,MAINTENAN & WORKSHOP,C347700001
KSA,Gulf Energy Services LLC KSA,QHSE                ,C347700002
KSA,Gulf Energy Services LLC KSA,TRANSPORTATION      ,C347700003
KSA,Gulf Energy Services LLC KSA,FACILITY            ,C347700004
KSA,Gulf Energy Services LLC KSA,TECHNICAL MANAGEMENT,C347700005
KSA,Gulf Energy Services LLC KSA,LAB CTU & CMT       ,C347700006
KSA,Gulf Energy Services LLC KSA,WAREHOUSE           ,C347700007
KSA,Gulf Energy Services LLC KSA,LOGISTICS           ,C347700008
KSA,Gulf Energy Services LLC KSA,SUPPLY CHAIN        ,C348800001
KSA,Gulf Energy Services LLC KSA,FINANCE             ,C348800002
KSA,Gulf Energy Services LLC KSA,OFFICE FACILITY     ,C348800003
KSA,Gulf Energy Services LLC KSA,ADMIN GOVT & SECURIT,C348800004
KSA,Gulf Energy Services LLC KSA,BUSINESS DEVELOPMENT,C348800005
KSA,Gulf Energy Services LLC KSA,IT                  ,C348800006
KSA,Gulf Energy Services LLC KSA,HUMAN RESOURCES     ,C348800007
KSA,Gulf Energy Services LLC KSA,INTERNS             ,C348800008
KSA,Gulf Energy Services LLC KSA,MANAGEMENT          ,C348800009
KSA,Gulf Energy Services LLC KSA,LEGAL               ,C348800010
KSA,Gulf Energy Services LLC KSA,KSA HQ OVERHEAD     ,C349960001
KSA,Gulf Energy Services LLC KSA,ELIMINATIONS        ,C349999999
Oman,Gulf Energy SAOC,CEMENTING           ,C401100101
Oman,Gulf Energy SAOC,COILED TUBING       ,C401110101
Oman,Gulf Energy SAOC,IPM - GENERAL       ,C401210101
Oman,Gulf Energy SAOC,IPM-CEMENTING       ,C401210110
Oman,Gulf Energy SAOC,IPM - COILED TUBING ,C401210111
Oman,Gulf Energy SAOC,IPM-HYDRAUL FRACTUR.,C401210113
Oman,Gulf Energy SAOC,IPM-STIMULATION&PUMP,C401210117
Oman,Gulf Energy SAOC,IPM-ARTIFI LIFT SERV,C401210118
Oman,Gulf Energy SAOC,IPM - COMPLETIONS   ,C401210119
Oman,Gulf Energy SAOC,IPM - WELL TESTING  ,C401210130
Oman,Gulf Energy SAOC,IPM-BITS            ,C401210140
Oman,Gulf Energy SAOC,IPM-DIRECTI. DRILL. ,C401210141
Oman,Gulf Energy SAOC,IPM-TUBULAR RUN SERV,C401210142
Oman,Gulf Energy SAOC,IPM-DOWN HOLE TOOLS ,C401210143
Oman,Gulf Energy SAOC,IPM-DRILLING FLUIDS ,C401210144
Oman,Gulf Energy SAOC,IPM - FISHING       ,C401210145
Oman,Gulf Energy SAOC,IPM-MACHINE SHOP    ,C401210146
Oman,Gulf Energy SAOC,IPM-MANUFACTURING   ,C401210148
Oman,Gulf Energy SAOC,IPM-RIGS            ,C401210149
Oman,Gulf Energy SAOC,IPM - THROUGH TUBING,C401210150
Oman,Gulf Energy SAOC,IPM - WELL HEADS    ,C401210151
Oman,Gulf Energy SAOC,SURFACE TESTING     ,C402300101
Oman,Gulf Energy SAOC,WL LOG-CASED HOLE   ,C402310201
Oman,Gulf Energy SAOC,SLICKLINE           ,C402320101
Oman,Gulf Energy SAOC,WELL HEAD MAINTENANC,C402320201
Oman,Gulf Energy SAOC,SLICKLINE UNCN-OUTOS,C402320301
Oman,Gulf Energy SAOC,OVERHEAD SLICK LINE ,C402329901
Oman,Gulf Energy SAOC,DIRECTIONAL DRILLING,C403410101
Oman,Gulf Energy SAOC,TUBULAR RUNNING SERV,C403420101
Oman,Gulf Energy SAOC,DOWN HOLE TOOLS     ,C403430101
Oman,Gulf Energy SAOC,OVERHEAD FLUIDS     ,C403449901
Oman,Gulf Energy SAOC,FISHING SERVICES    ,C403450101
Oman,Gulf Energy SAOC,MACHINE SHOP        ,C403460101
Oman,Gulf Energy SAOC,MANUFACTURING       ,C403480101
Oman,Gulf Energy SAOC,THROUGH TUBING      ,C403500101
Oman,Gulf Energy SAOC,MAINTENAN & WORKSHOP,C407700001
Oman,Gulf Energy SAOC,QHSE                ,C407700002
Oman,Gulf Energy SAOC,TRANSPORTATION      ,C407700003
Oman,Gulf Energy SAOC,FACILITY            ,C407700004
Oman,Gulf Energy SAOC,TECHNICAL MANAGEMENT,C407700005
Oman,Gulf Energy SAOC,LAB CTU & CMT       ,C407700006
Oman,Gulf Energy SAOC,WAREHOUSE           ,C407700007
Oman,Gulf Energy SAOC,LOGISTICS           ,C407700008
Oman,Gulf Energy SAOC,OVERHEAD QHSE       ,C407709902
Oman,Gulf Energy SAOC,SUPPLY CHAIN        ,C408800001
Oman,Gulf Energy SAOC,FINANCE             ,C408800002
Oman,Gulf Energy SAOC,OFFICE FACILITY     ,C408800003
Oman,Gulf Energy SAOC,ADMIN GOVT & SECURIT,C408800004
Oman,Gulf Energy SAOC,BUSINESS DEVELOPMENT,C408800005
Oman,Gulf Energy SAOC,IT                  ,C408800006
Oman,Gulf Energy SAOC,HUMAN RESOURCES     ,C408800007
Oman,Gulf Energy SAOC,INTERNS             ,C408800008
Oman,Gulf Energy SAOC,MANAGEMENT          ,C408800009
Oman,Gulf Energy SAOC,LEGAL               ,C408800010
Oman,Gulf Energy SAOC,OVERHEAD HUMAN RESOU,C408809907
Oman,Gulf Energy SAOC,OVERHEAD MANAGEMENT ,C408809909
Oman,Gulf Energy SAOC,OMAN HQ OVERHEAD    ,C409960001
Oman,Gulf Energy SAOC,EGYPT HQ OVERHEAD   ,C409960002
Oman,Gulf Energy SAOC,OMAN HQ OVERHEAD    ,C409960003
Oman,Gulf Energy SAOC,ALGERIA HQ OVERHEAD ,C409960004
Oman,Gulf Energy SAOC,UAE HQ OVERHEAD     ,C409960005
Oman,Gulf Energy SAOC,QATAR HQ OVERHEAD   ,C409960006
Oman,Gulf Energy SAOC,IRAQ HQ OVERHEAD    ,C409960007
Oman,Gulf Energy SAOC,INDIA HQ OVERHEAD   ,C409960008
Oman,Gulf Energy SAOC,LIBYA HQ OVERHEAD   ,C409960009
Oman,Gulf Energy SAOC,INDONESIA HQ OVERH. ,C409960010
Oman,Gulf Energy SAOC,KUWAIT HQ OVERHEAD  ,C409960011
Oman,Gulf Energy SAOC,SSA HQ OVERHEAD     ,C409960012
Oman,Gulf Energy SAOC,YEMEN HQ OVERHEAD   ,C409960013
Oman,Gulf Energy SAOC,JORDAN HQ OVERHEAD  ,C409960014
Oman,Gulf Energy SAOC,KSA HQ OVERHEAD     ,C409960015
Oman,Gulf Energy SAOC,ELIMINATIONS        ,C409999999
Oman,Gulf Energy Services LLC,BITS                ,C413400101
Oman,Gulf Energy Services LLC,DIRECTIONAL DRILLING,C413410101
Oman,Gulf Energy Services LLC,MEASUREMENT WHILE DR,C413410201
Oman,Gulf Energy Services LLC,LOGG. WHILE DRILLING,C413410301
Oman,Gulf Energy Services LLC,GYRO SERVICES       ,C413410401
Oman,Gulf Energy Services LLC,MUD LOGGING         ,C413410601
Oman,Gulf Energy Services LLC,OVERHEAD DRILLING   ,C413419901
Oman,Gulf Energy Services LLC,TUBULAR RUNNING SERV,C413420101
Oman,Gulf Energy Services LLC,DOWN HOLE TOOLS     ,C413430101
Oman,Gulf Energy Services LLC,FISHING SERVICES    ,C413450101
Oman,Gulf Energy Services LLC,OVERHEAD FISHING    ,C413459901
Oman,Gulf Energy Services LLC,MACHINE SHOP        ,C413460101
Oman,Gulf Energy Services LLC,THROUGH TUBING      ,C413500101
Oman,Gulf Energy Services LLC,OVERHEAD THT        ,C413509901
Oman,Gulf Energy Services LLC,MAINTENAN & WORKSHOP,C417700001
Oman,Gulf Energy Services LLC,QHSE                ,C417700002
Oman,Gulf Energy Services LLC,TRANSPORTATION      ,C417700003
Oman,Gulf Energy Services LLC,FACILITY            ,C417700004
Oman,Gulf Energy Services LLC,TECHNICAL MANAGEMENT,C417700005
Oman,Gulf Energy Services LLC,LAB CTU & CMT       ,C417700006
Oman,Gulf Energy Services LLC,WAREHOUSE           ,C417700007
Oman,Gulf Energy Services LLC,LOGISTICS           ,C417700008
Oman,Gulf Energy Services LLC,SUPPLY CHAIN        ,C418800001
Oman,Gulf Energy Services LLC,FINANCE             ,C418800002
Oman,Gulf Energy Services LLC,OFFICE FACILITY     ,C418800003
Oman,Gulf Energy Services LLC,ADMIN GOVT & SECURIT,C418800004
Oman,Gulf Energy Services LLC,BUSINESS DEVELOPMENT,C418800005
Oman,Gulf Energy Services LLC,IT                  ,C418800006
Oman,Gulf Energy Services LLC,HUMAN RESOURCES     ,C418800007
Oman,Gulf Energy Services LLC,INTERNS             ,C418800008
Oman,Gulf Energy Services LLC,MANAGEMENT          ,C418800009
Oman,Gulf Energy Services LLC,LEGAL               ,C418800010
Oman,Gulf Energy Services LLC,OMAN HQ OVERHEAD    ,C419960001
Oman,Gulf Energy Services LLC,EGYPT HQ OVERHEAD   ,C419960002
Oman,Gulf Energy Services LLC,OMAN HQ OVERHEAD    ,C419960003
Oman,Gulf Energy Services LLC,ALGERIA HQ OVERHEAD ,C419960004
Oman,Gulf Energy Services LLC,UAE HQ OVERHEAD     ,C419960005
Oman,Gulf Energy Services LLC,QATAR HQ OVERHEAD   ,C419960006
Oman,Gulf Energy Services LLC,IRAQ HQ OVERHEAD    ,C419960007
Oman,Gulf Energy Services LLC,INDIA HQ OVERHEAD   ,C419960008
Oman,Gulf Energy Services LLC,LIBYA HQ OVERHEAD   ,C419960009
Oman,Gulf Energy Services LLC,INDONESIA HQ OVERH. ,C419960010
Oman,Gulf Energy Services LLC,KUWAIT HQ OVERHEAD  ,C419960011
Oman,Gulf Energy Services LLC,SSA HQ OVERHEAD     ,C419960012
Oman,Gulf Energy Services LLC,YEMEN HQ OVERHEAD   ,C419960013
Oman,Gulf Energy Services LLC,JORDAN HQ OVERHEAD  ,C419960014
Oman,Gulf Energy Services LLC,KSA HQ OVERHEAD     ,C419960015
Oman,Gulf Energy Services LLC,ELIMINATIONS        ,C419999999
Oman,Integrated Petroleum Services LLC,CEMENTING           ,C421100101
Oman,Integrated Petroleum Services LLC,COILED TUBING       ,C421110101
Oman,Integrated Petroleum Services LLC,OVERHEAD CTU        ,C421119901
Oman,Integrated Petroleum Services LLC,HYDRAULIC FRACTURING,C421130101
Oman,Integrated Petroleum Services LLC,HYDRAULIC FRAC UNCON,C421130301
Oman,Integrated Petroleum Services LLC,PIPELINES           ,C421140101
Oman,Integrated Petroleum Services LLC,STIMULATION         ,C421170101
Oman,Integrated Petroleum Services LLC,SURFACE TESTING     ,C422300101
Oman,Integrated Petroleum Services LLC,WELL TEST-LSTK SITES,C422300401
Oman,Integrated Petroleum Services LLC,WATER & PROD ASSURAN,C424600101
Oman,Integrated Petroleum Services LLC,EMISSIONS CONTROL   ,C424610101
Oman,Integrated Petroleum Services LLC,MAINTENAN & WORKSHOP,C427700001
Oman,Integrated Petroleum Services LLC,QHSE                ,C427700002
Oman,Integrated Petroleum Services LLC,TRANSPORTATION      ,C427700003
Oman,Integrated Petroleum Services LLC,FACILITY            ,C427700004
Oman,Integrated Petroleum Services LLC,TECHNICAL MANAGEMENT,C427700005
Oman,Integrated Petroleum Services LLC,LAB CTU & CMT       ,C427700006
Oman,Integrated Petroleum Services LLC,WAREHOUSE           ,C427700007
Oman,Integrated Petroleum Services LLC,LOGISTICS           ,C427700008
Oman,Integrated Petroleum Services LLC,SUPPLY CHAIN        ,C428800001
Oman,Integrated Petroleum Services LLC,FINANCE             ,C428800002
Oman,Integrated Petroleum Services LLC,OFFICE FACILITY     ,C428800003
